case_id,timestamp,activity,actor_role,item_category,order_type,quantity,station,shift,scan_method,status,exception_type,delay_minutes,robotics_ai_touchpoint,data_origin
ORD-0003,2024-02-15 23:02,Barcode Scan,scan_operator,cosmetics,outbound,18,B,night,pda_terminal,exception,missing_item,27,barcode_ocr_verification,synthetic
ORD-0003,2024-02-15 23:24,Exception Review,floor_supervisor,cosmetics,outbound,18,Supervisor,night,pda_terminal,reviewed,missing_item,5,exception_decision_support,synthetic
ORD-0003,2024-02-15 23:36,Re-inspection,inspection_operator,cosmetics,outbound,18,D,night,pda_terminal,completed,,0,vision_based_inspection,synthetic
ORD-0003,2024-02-15 23:49,Product Sorting,sort_operator,cosmetics,outbound,18,C,night,pda_terminal,exception,station_congestion,25,automated_sorting,synthetic
ORD-0003,2024-02-15 23:54,Inspection,inspection_operator,cosmetics,outbound,18,D,night,pda_terminal,completed,,0,vision_based_inspection,synthetic
ORD-0003,2024-02-16 00:00,Packing,packing_operator,cosmetics,outbound,18,E,night,pda_terminal,completed,,0,packing_assist,synthetic
ORD-0003,2024-02-16 00:22,Loading Support,loading_support,cosmetics,outbound,18,F,night,pda_terminal,completed,,0,AMR_AGV_transport,synthetic
ORD-0003,2024-02-16 00:26,Daily Report,admin_operator,cosmetics,outbound,18,Admin,night,pda_terminal,completed,,0,operational_intelligence_report,synthetic
ORD-0004,2024-02-26 09:58,Pick List Received,admin_operator,food,transfer,34,Admin,morning,pda_terminal,completed,,0,workflow_dashboard,synthetic
ORD-0004,2024-02-26 10:07,Location Search,warehouse_operator,food,transfer,34,A,morning,pda_terminal,completed,,0,AMR_route_support,synthetic
ORD-0004,2024-02-26 10:28,Item Picking,warehouse_operator,food,transfer,34,A,morning,pda_terminal,completed,,0,robotic_picking_support,synthetic
ORD-0004,2024-02-26 10:36,Barcode Scan,scan_operator,food,transfer,34,B,morning,pda_terminal,exception,scan_failure,5,barcode_ocr_verification,synthetic
ORD-0004,2024-02-26 11:01,Exception Review,floor_supervisor,food,transfer,34,Supervisor,morning,pda_terminal,reviewed,scan_failure,3,exception_decision_support,synthetic
ORD-0004,2024-02-26 11:03,Re-scan,scan_operator,food,transfer,34,B,morning,pda_terminal,completed,,0,barcode_ocr_verification,synthetic
ORD-0004,2024-02-26 11:08,Product Sorting,sort_operator,food,transfer,34,C,morning,pda_terminal,completed,,0,automated_sorting,synthetic
ORD-0004,2024-02-26 11:21,Inspection,inspection_operator,food,transfer,34,D,morning,pda_terminal,exception,scan_failure,8,vision_based_inspection,synthetic
ORD-0004,2024-02-26 11:41,Exception Review,floor_supervisor,food,transfer,34,Supervisor,morning,pda_terminal,reviewed,scan_failure,9,exception_decision_support,synthetic
ORD-0004,2024-02-26 11:43,Re-scan,scan_operator,food,transfer,34,B,morning,pda_terminal,completed,,0,barcode_ocr_verification,synthetic
ORD-0004,2024-02-26 11:50,Packing,packing_operator,food,transfer,34,E,morning,pda_terminal,exception,quantity_mismatch,22,packing_assist,synthetic
ORD-0004,2024-02-26 12:05,Exception Review,floor_supervisor,food,transfer,34,Supervisor,morning,pda_terminal,reviewed,quantity_mismatch,8,exception_decision_support,synthetic
ORD-0004,2024-02-26 12:11,Re-inspection,inspection_operator,food,transfer,34,D,morning,pda_terminal,completed,,0,vision_based_inspection,synthetic
ORD-0004,2024-02-26 12:22,Loading Support,loading_support,food,transfer,34,F,morning,pda_terminal,exception,missing_item,19,AMR_AGV_transport,synthetic
ORD-0004,2024-02-26 12:30,Exception Review,floor_supervisor,food,transfer,34,Supervisor,morning,pda_terminal,reviewed,missing_item,6,exception_decision_support,synthetic
ORD-0004,2024-02-26 12:43,Re-inspection,inspection_operator,food,transfer,34,D,morning,pda_terminal,completed,,0,vision_based_inspection,synthetic
ORD-0004,2024-02-26 12:53,Daily Report,admin_operator,food,transfer,34,Admin,morning,pda_terminal,completed,,0,operational_intelligence_report,synthetic
ORD-0005,2024-03-05 22:35,Pick List Received,admin_operator,cosmetics,transfer,16,Admin,night,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0005,2024-03-05 22:43,Location Search,warehouse_operator,cosmetics,transfer,16,A,night,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0005,2024-03-05 22:48,Item Picking,warehouse_operator,cosmetics,transfer,16,A,night,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0005,2024-03-05 22:55,Barcode Scan,scan_operator,cosmetics,transfer,16,B,night,handheld_scanner,rework,scan_failure,9,barcode_ocr_verification,synthetic
ORD-0005,2024-03-05 23:09,Exception Review,floor_supervisor,cosmetics,transfer,16,Supervisor,night,handheld_scanner,reviewed,scan_failure,6,exception_decision_support,synthetic
ORD-0005,2024-03-05 23:10,Re-scan,scan_operator,cosmetics,transfer,16,B,night,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0005,2024-03-05 23:14,Product Sorting,sort_operator,cosmetics,transfer,16,C,night,handheld_scanner,completed,,0,automated_sorting,synthetic
ORD-0005,2024-03-05 23:18,Inspection,inspection_operator,cosmetics,transfer,16,D,night,handheld_scanner,rework,label_mismatch,22,vision_based_inspection,synthetic
ORD-0005,2024-03-05 23:30,Exception Review,floor_supervisor,cosmetics,transfer,16,Supervisor,night,handheld_scanner,reviewed,label_mismatch,9,exception_decision_support,synthetic
ORD-0005,2024-03-05 23:31,Re-scan,scan_operator,cosmetics,transfer,16,B,night,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0005,2024-03-05 23:53,Packing,packing_operator,cosmetics,transfer,16,E,night,handheld_scanner,rework,damaged_packaging,43,packing_assist,synthetic
ORD-0005,2024-03-06 00:05,Exception Review,floor_supervisor,cosmetics,transfer,16,Supervisor,night,handheld_scanner,reviewed,damaged_packaging,13,exception_decision_support,synthetic
ORD-0005,2024-03-06 00:15,Repacking,packing_operator,cosmetics,transfer,16,E,night,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0005,2024-03-06 00:24,Loading Support,loading_support,cosmetics,transfer,16,F,night,handheld_scanner,completed,,0,AMR_AGV_transport,synthetic
ORD-0005,2024-03-06 00:30,Daily Report,admin_operator,cosmetics,transfer,16,Admin,night,handheld_scanner,completed,,0,operational_intelligence_report,synthetic
ORD-0006,2024-01-15 21:41,Pick List Received,admin_operator,household_goods,transfer,1,Admin,night,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0006,2024-01-15 21:44,Location Search,warehouse_operator,household_goods,transfer,1,A,night,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0006,2024-01-15 21:56,Item Picking,warehouse_operator,household_goods,transfer,1,A,night,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0006,2024-01-15 22:02,Barcode Scan,scan_operator,household_goods,transfer,1,B,night,handheld_scanner,exception,scan_failure,14,barcode_ocr_verification,synthetic
ORD-0006,2024-01-15 22:11,Exception Review,floor_supervisor,household_goods,transfer,1,Supervisor,night,handheld_scanner,reviewed,scan_failure,7,exception_decision_support,synthetic
ORD-0006,2024-01-15 22:12,Re-scan,scan_operator,household_goods,transfer,1,B,night,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0006,2024-01-15 22:18,Product Sorting,sort_operator,household_goods,transfer,1,C,night,handheld_scanner,completed,,0,automated_sorting,synthetic
ORD-0006,2024-01-15 22:25,Inspection,inspection_operator,household_goods,transfer,1,D,night,handheld_scanner,rework,damaged_packaging,26,vision_based_inspection,synthetic
ORD-0006,2024-01-15 22:32,Exception Review,floor_supervisor,household_goods,transfer,1,Supervisor,night,handheld_scanner,reviewed,damaged_packaging,18,exception_decision_support,synthetic
ORD-0006,2024-01-15 22:49,Repacking,packing_operator,household_goods,transfer,1,E,night,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0006,2024-01-15 23:01,Packing,packing_operator,household_goods,transfer,1,E,night,handheld_scanner,exception,scan_failure,15,packing_assist,synthetic
ORD-0006,2024-01-15 23:23,Exception Review,floor_supervisor,household_goods,transfer,1,Supervisor,night,handheld_scanner,reviewed,scan_failure,3,exception_decision_support,synthetic
ORD-0006,2024-01-15 23:24,Re-scan,scan_operator,household_goods,transfer,1,B,night,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0006,2024-01-15 23:31,Loading Support,loading_support,household_goods,transfer,1,F,night,handheld_scanner,completed,,0,AMR_AGV_transport,synthetic
ORD-0006,2024-01-15 23:35,Daily Report,admin_operator,household_goods,transfer,1,Admin,night,handheld_scanner,completed,,0,operational_intelligence_report,synthetic
ORD-0007,2024-01-08 15:54,Pick List Received,admin_operator,food,return,10,Admin,afternoon,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0007,2024-01-08 15:59,Location Search,warehouse_operator,food,return,10,A,afternoon,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0007,2024-01-08 16:07,Item Picking,warehouse_operator,food,return,10,A,afternoon,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0007,2024-01-08 16:13,Barcode Scan,scan_operator,food,return,10,B,afternoon,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0007,2024-01-08 16:29,Product Sorting,sort_operator,food,return,10,C,afternoon,handheld_scanner,completed,,0,automated_sorting,synthetic
ORD-0007,2024-01-08 16:36,Inspection,inspection_operator,food,return,10,D,afternoon,handheld_scanner,completed,,0,vision_based_inspection,synthetic
ORD-0007,2024-01-08 16:47,Packing,packing_operator,food,return,10,E,afternoon,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0007,2024-01-08 17:17,Loading Support,loading_support,food,return,10,F,afternoon,handheld_scanner,completed,,0,AMR_AGV_transport,synthetic
ORD-0007,2024-01-08 17:25,Daily Report,admin_operator,food,return,10,Admin,afternoon,handheld_scanner,completed,,0,operational_intelligence_report,synthetic
ORD-0008,2024-02-03 10:55,Pick List Received,admin_operator,apparel,return,27,Admin,morning,pda_terminal,completed,,0,workflow_dashboard,synthetic
ORD-0008,2024-02-03 11:04,Location Search,warehouse_operator,apparel,return,27,A,morning,pda_terminal,completed,,0,AMR_route_support,synthetic
ORD-0008,2024-02-03 11:16,Item Picking,warehouse_operator,apparel,return,27,A,morning,pda_terminal,completed,,0,robotic_picking_support,synthetic
ORD-0008,2024-02-03 11:20,Barcode Scan,scan_operator,apparel,return,27,B,morning,pda_terminal,completed,,0,barcode_ocr_verification,synthetic
ORD-0008,2024-02-03 11:37,Product Sorting,sort_operator,apparel,return,27,C,morning,pda_terminal,rework,wrong_location,22,automated_sorting,synthetic
ORD-0008,2024-02-03 11:48,Inspection,inspection_operator,apparel,return,27,D,morning,pda_terminal,rework,damaged_packaging,26,vision_based_inspection,synthetic
ORD-0008,2024-02-03 12:12,Exception Review,floor_supervisor,apparel,return,27,Supervisor,morning,pda_terminal,reviewed,damaged_packaging,18,exception_decision_support,synthetic
ORD-0008,2024-02-03 12:21,Repacking,packing_operator,apparel,return,27,E,morning,pda_terminal,completed,,0,packing_assist,synthetic
ORD-0008,2024-02-03 12:35,Packing,packing_operator,apparel,return,27,E,morning,pda_terminal,rework,safety_delay,15,packing_assist,synthetic
ORD-0008,2024-02-03 13:05,Loading Support,loading_support,apparel,return,27,F,morning,pda_terminal,completed,,0,AMR_AGV_transport,synthetic
ORD-0008,2024-02-03 13:10,Daily Report,admin_operator,apparel,return,27,Admin,morning,pda_terminal,completed,,0,operational_intelligence_report,synthetic
ORD-0009,2024-01-18 15:54,Pick List Received,admin_operator,household_goods,outbound,22,Admin,afternoon,pda_terminal,completed,,0,workflow_dashboard,synthetic
ORD-0009,2024-01-18 16:00,Location Search,warehouse_operator,household_goods,outbound,22,A,afternoon,pda_terminal,completed,,0,AMR_route_support,synthetic
ORD-0009,2024-01-18 16:22,Item Picking,warehouse_operator,household_goods,outbound,22,A,afternoon,pda_terminal,completed,,0,robotic_picking_support,synthetic
ORD-0009,2024-01-18 16:25,Barcode Scan,scan_operator,household_goods,outbound,22,B,afternoon,pda_terminal,rework,scan_failure,15,barcode_ocr_verification,synthetic
ORD-0009,2024-01-18 16:30,Exception Review,floor_supervisor,household_goods,outbound,22,Supervisor,afternoon,pda_terminal,reviewed,scan_failure,7,exception_decision_support,synthetic
ORD-0009,2024-01-18 16:33,Re-scan,scan_operator,household_goods,outbound,22,B,afternoon,pda_terminal,completed,,0,barcode_ocr_verification,synthetic
ORD-0009,2024-01-18 16:42,Product Sorting,sort_operator,household_goods,outbound,22,C,afternoon,pda_terminal,rework,station_congestion,42,automated_sorting,synthetic
ORD-0009,2024-01-18 16:47,Inspection,inspection_operator,household_goods,outbound,22,D,afternoon,pda_terminal,rework,damaged_packaging,25,vision_based_inspection,synthetic
ORD-0009,2024-01-18 16:56,Exception Review,floor_supervisor,household_goods,outbound,22,Supervisor,afternoon,pda_terminal,reviewed,damaged_packaging,5,exception_decision_support,synthetic
ORD-0009,2024-01-18 17:00,Repacking,packing_operator,household_goods,outbound,22,E,afternoon,pda_terminal,completed,,0,packing_assist,synthetic
ORD-0009,2024-01-18 17:11,Packing,packing_operator,household_goods,outbound,22,E,afternoon,pda_terminal,completed,,0,packing_assist,synthetic
ORD-0009,2024-01-18 17:35,Loading Support,loading_support,household_goods,outbound,22,F,afternoon,pda_terminal,completed,,0,AMR_AGV_transport,synthetic
ORD-0009,2024-01-18 17:38,Daily Report,admin_operator,household_goods,outbound,22,Admin,afternoon,pda_terminal,completed,,0,operational_intelligence_report,synthetic
ORD-0010,2024-02-03 14:23,Pick List Received,admin_operator,household_goods,return,25,Admin,afternoon,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0010,2024-02-03 14:28,Location Search,warehouse_operator,household_goods,return,25,A,afternoon,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0010,2024-02-03 14:38,Item Picking,warehouse_operator,household_goods,return,25,A,afternoon,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0010,2024-02-03 14:46,Barcode Scan,scan_operator,household_goods,return,25,B,afternoon,handheld_scanner,exception,label_mismatch,9,barcode_ocr_verification,synthetic
ORD-0010,2024-02-03 15:05,Exception Review,floor_supervisor,household_goods,return,25,Supervisor,afternoon,handheld_scanner,reviewed,label_mismatch,12,exception_decision_support,synthetic
ORD-0010,2024-02-03 15:11,Re-scan,scan_operator,household_goods,return,25,B,afternoon,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0010,2024-02-03 15:27,Product Sorting,sort_operator,household_goods,return,25,C,afternoon,handheld_scanner,completed,,0,automated_sorting,synthetic
ORD-0010,2024-02-03 15:47,Inspection,inspection_operator,household_goods,return,25,D,afternoon,handheld_scanner,exception,missing_item,55,vision_based_inspection,synthetic
ORD-0010,2024-02-03 16:07,Exception Review,floor_supervisor,household_goods,return,25,Supervisor,afternoon,handheld_scanner,reviewed,missing_item,12,exception_decision_support,synthetic
ORD-0010,2024-02-03 16:14,Re-inspection,inspection_operator,household_goods,return,25,D,afternoon,handheld_scanner,completed,,0,vision_based_inspection,synthetic
ORD-0010,2024-02-03 16:32,Packing,packing_operator,household_goods,return,25,E,afternoon,handheld_scanner,exception,quantity_mismatch,18,packing_assist,synthetic
ORD-0010,2024-02-03 16:41,Exception Review,floor_supervisor,household_goods,return,25,Supervisor,afternoon,handheld_scanner,reviewed,quantity_mismatch,11,exception_decision_support,synthetic
ORD-0010,2024-02-03 16:45,Re-inspection,inspection_operator,household_goods,return,25,D,afternoon,handheld_scanner,completed,,0,vision_based_inspection,synthetic
ORD-0010,2024-02-03 17:03,Loading Support,loading_support,household_goods,return,25,F,afternoon,handheld_scanner,rework,safety_delay,69,AMR_AGV_transport,synthetic
ORD-0010,2024-02-03 17:12,Daily Report,admin_operator,household_goods,return,25,Admin,afternoon,handheld_scanner,completed,,0,operational_intelligence_report,synthetic
ORD-0011,2024-01-31 15:01,Pick List Received,admin_operator,apparel,outbound,27,Admin,afternoon,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0011,2024-01-31 15:03,Location Search,warehouse_operator,apparel,outbound,27,A,afternoon,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0011,2024-01-31 15:20,Item Picking,warehouse_operator,apparel,outbound,27,A,afternoon,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0011,2024-01-31 15:26,Barcode Scan,scan_operator,apparel,outbound,27,B,afternoon,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0011,2024-01-31 15:41,Product Sorting,sort_operator,apparel,outbound,27,C,afternoon,handheld_scanner,completed,,0,automated_sorting,synthetic
ORD-0011,2024-01-31 15:58,Inspection,inspection_operator,apparel,outbound,27,D,afternoon,handheld_scanner,completed,,0,vision_based_inspection,synthetic
ORD-0011,2024-01-31 16:19,Packing,packing_operator,apparel,outbound,27,E,afternoon,handheld_scanner,exception,label_mismatch,6,packing_assist,synthetic
ORD-0011,2024-01-31 16:36,Exception Review,floor_supervisor,apparel,outbound,27,Supervisor,afternoon,handheld_scanner,reviewed,label_mismatch,8,exception_decision_support,synthetic
ORD-0011,2024-01-31 16:38,Re-scan,scan_operator,apparel,outbound,27,B,afternoon,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0011,2024-01-31 16:57,Loading Support,loading_support,apparel,outbound,27,F,afternoon,handheld_scanner,rework,safety_delay,16,AMR_AGV_transport,synthetic
ORD-0011,2024-01-31 16:59,Daily Report,admin_operator,apparel,outbound,27,Admin,afternoon,handheld_scanner,completed,,0,operational_intelligence_report,synthetic
ORD-0012,2024-02-03 13:47,Pick List Received,admin_operator,mixed_goods,outbound,3,Admin,afternoon,pda_terminal,completed,,0,workflow_dashboard,synthetic
ORD-0012,2024-02-03 13:56,Location Search,warehouse_operator,mixed_goods,outbound,3,A,afternoon,pda_terminal,completed,,0,AMR_route_support,synthetic
ORD-0012,2024-02-03 14:04,Item Picking,warehouse_operator,mixed_goods,outbound,3,A,afternoon,pda_terminal,completed,,0,robotic_picking_support,synthetic
ORD-0012,2024-02-03 14:08,Barcode Scan,scan_operator,mixed_goods,outbound,3,B,afternoon,pda_terminal,exception,wrong_location,34,barcode_ocr_verification,synthetic
ORD-0012,2024-02-03 14:20,Product Sorting,sort_operator,mixed_goods,outbound,3,C,afternoon,pda_terminal,completed,,0,automated_sorting,synthetic
ORD-0012,2024-02-03 14:35,Inspection,inspection_operator,mixed_goods,outbound,3,D,afternoon,pda_terminal,rework,wrong_location,13,vision_based_inspection,synthetic
ORD-0012,2024-02-03 14:57,Packing,packing_operator,mixed_goods,outbound,3,E,afternoon,pda_terminal,completed,,0,packing_assist,synthetic
ORD-0012,2024-02-03 15:13,Loading Support,loading_support,mixed_goods,outbound,3,F,afternoon,pda_terminal,completed,,0,AMR_AGV_transport,synthetic
ORD-0012,2024-02-03 15:20,Daily Report,admin_operator,mixed_goods,outbound,3,Admin,afternoon,pda_terminal,completed,,0,operational_intelligence_report,synthetic
ORD-0013,2024-01-16 12:17,Pick List Received,admin_operator,apparel,outbound,27,Admin,morning,pda_terminal,completed,,0,workflow_dashboard,synthetic
ORD-0013,2024-01-16 12:25,Location Search,warehouse_operator,apparel,outbound,27,A,morning,pda_terminal,completed,,0,AMR_route_support,synthetic
ORD-0013,2024-01-16 12:35,Item Picking,warehouse_operator,apparel,outbound,27,A,morning,pda_terminal,completed,,0,robotic_picking_support,synthetic
ORD-0013,2024-01-16 12:40,Barcode Scan,scan_operator,apparel,outbound,27,B,morning,pda_terminal,completed,,0,barcode_ocr_verification,synthetic
ORD-0013,2024-01-16 12:58,Product Sorting,sort_operator,apparel,outbound,27,C,morning,pda_terminal,rework,station_congestion,27,automated_sorting,synthetic
ORD-0013,2024-01-16 13:15,Inspection,inspection_operator,apparel,outbound,27,D,morning,pda_terminal,rework,safety_delay,37,vision_based_inspection,synthetic
ORD-0013,2024-01-16 13:29,Packing,packing_operator,apparel,outbound,27,E,morning,pda_terminal,rework,damaged_packaging,43,packing_assist,synthetic
ORD-0013,2024-01-16 13:49,Exception Review,floor_supervisor,apparel,outbound,27,Supervisor,morning,pda_terminal,reviewed,damaged_packaging,12,exception_decision_support,synthetic
ORD-0013,2024-01-16 14:04,Repacking,packing_operator,apparel,outbound,27,E,morning,pda_terminal,completed,,0,packing_assist,synthetic
ORD-0013,2024-01-16 14:24,Loading Support,loading_support,apparel,outbound,27,F,morning,pda_terminal,completed,,0,AMR_AGV_transport,synthetic
ORD-0013,2024-01-16 14:33,Daily Report,admin_operator,apparel,outbound,27,Admin,morning,pda_terminal,completed,,0,operational_intelligence_report,synthetic
ORD-0014,2024-02-11 11:00,Pick List Received,admin_operator,household_goods,outbound,26,Admin,morning,pda_terminal,completed,,0,workflow_dashboard,synthetic
ORD-0014,2024-02-11 11:07,Location Search,warehouse_operator,household_goods,outbound,26,A,morning,pda_terminal,completed,,0,AMR_route_support,synthetic
ORD-0014,2024-02-11 11:26,Item Picking,warehouse_operator,household_goods,outbound,26,A,morning,pda_terminal,completed,,0,robotic_picking_support,synthetic
ORD-0014,2024-02-11 11:31,Barcode Scan,scan_operator,household_goods,outbound,26,B,morning,pda_terminal,exception,quantity_mismatch,11,barcode_ocr_verification,synthetic
ORD-0014,2024-02-11 11:51,Exception Review,floor_supervisor,household_goods,outbound,26,Supervisor,morning,pda_terminal,reviewed,quantity_mismatch,13,exception_decision_support,synthetic
ORD-0014,2024-02-11 12:05,Re-inspection,inspection_operator,household_goods,outbound,26,D,morning,pda_terminal,completed,,0,vision_based_inspection,synthetic
ORD-0014,2024-02-11 12:17,Product Sorting,sort_operator,household_goods,outbound,26,C,morning,pda_terminal,completed,,0,automated_sorting,synthetic
ORD-0014,2024-02-11 12:26,Inspection,inspection_operator,household_goods,outbound,26,D,morning,pda_terminal,exception,damaged_packaging,44,vision_based_inspection,synthetic
ORD-0014,2024-02-11 12:40,Exception Review,floor_supervisor,household_goods,outbound,26,Supervisor,morning,pda_terminal,reviewed,damaged_packaging,9,exception_decision_support,synthetic
ORD-0014,2024-02-11 12:54,Repacking,packing_operator,household_goods,outbound,26,E,morning,pda_terminal,completed,,0,packing_assist,synthetic
ORD-0014,2024-02-11 13:13,Packing,packing_operator,household_goods,outbound,26,E,morning,pda_terminal,exception,damaged_packaging,38,packing_assist,synthetic
ORD-0014,2024-02-11 13:21,Exception Review,floor_supervisor,household_goods,outbound,26,Supervisor,morning,pda_terminal,reviewed,damaged_packaging,7,exception_decision_support,synthetic
ORD-0014,2024-02-11 13:31,Repacking,packing_operator,household_goods,outbound,26,E,morning,pda_terminal,completed,,0,packing_assist,synthetic
ORD-0014,2024-02-11 13:51,Loading Support,loading_support,household_goods,outbound,26,F,morning,pda_terminal,rework,damaged_packaging,29,AMR_AGV_transport,synthetic
ORD-0014,2024-02-11 14:15,Exception Review,floor_supervisor,household_goods,outbound,26,Supervisor,morning,pda_terminal,reviewed,damaged_packaging,12,exception_decision_support,synthetic
ORD-0014,2024-02-11 14:31,Repacking,packing_operator,household_goods,outbound,26,E,morning,pda_terminal,completed,,0,packing_assist,synthetic
